D	  1269	0.00000e+00
N	     1	1.00000e+00
N	     3	1.00000e+00
N	     8	1.00000e+00
N	    13	1.00000e+00
N	    23	1.00000e+00
N	    35	1.00000e+00
N	    43	1.00000e+00
N	    53	1.00000e+00
N	    63	1.00000e+00
N	    71	1.00000e+00
N	    82	1.00000e+00
N	    96	1.00000e+00
N	   112	1.00000e+00
N	   136	1.00000e+00
N	   161	1.00000e+00
N	   193	1.00000e+00
N	   221	1.00000e+00
N	   262	1.00000e+00
N	   307	1.00000e+00
N	   344	1.00000e+00
N	   375	1.00000e+00
N	   403	1.00000e+00
N	   433	1.00000e+00
N	   467	1.00000e+00
N	   508	1.00000e+00
N	   548	1.00000e+00
N	   599	1.00000e+00
N	   639	1.00000e+00
N	   687	1.00000e+00
N	   746	1.00000e+00
N	   816	1.00000e+00
N	   887	1.00000e+00
N	   950	1.00000e+00
N	  1000	1.00000e+00
N	  1001	-1.00000e+00
N	  1005	-1.00000e+00
N	  1008	-1.00000e+00
N	  1013	-1.00000e+00
N	  1020	-1.00000e+00
N	  1026	-1.00000e+00
N	  1033	-1.00000e+00
N	  1038	-1.00000e+00
N	  1052	-1.00000e+00
N	  1066	-1.00000e+00
N	  1072	-1.00000e+00
N	  1086	-1.00000e+00
N	  1100	-1.00000e+00
N	  1110	-1.00000e+00
N	  1124	-1.00000e+00
N	  1135	-1.00000e+00
N	  1148	-1.00000e+00
N	  1158	-1.00000e+00
N	  1170	-1.00000e+00
N	  1183	-1.00000e+00
N	  1193	-1.00000e+00
N	  1202	-1.00000e+00
N	  1213	-1.00000e+00
N	  1221	-1.00000e+00
N	  1229	-1.00000e+00
N	  1232	-1.00000e+00
N	  1239	-1.00000e+00
N	  1244	-1.00000e+00
N	  1248	-1.00000e+00
N	  1254	-1.00000e+00
N	  1258	-1.00000e+00
N	  1263	-1.00000e+00
N	  1268	-1.00000e+00
