D	  3743	0.00000e+00
N	     1	1.00000e+00
N	     3	1.00000e+00
N	    10	1.00000e+00
N	    15	1.00000e+00
N	    20	1.00000e+00
N	    24	1.00000e+00
N	    30	1.00000e+00
N	    35	1.00000e+00
N	    44	1.00000e+00
N	    56	1.00000e+00
N	    75	1.00000e+00
N	    94	1.00000e+00
N	   116	1.00000e+00
N	   137	1.00000e+00
N	   158	1.00000e+00
N	   181	1.00000e+00
N	   205	1.00000e+00
N	   231	1.00000e+00
N	   257	1.00000e+00
N	   286	1.00000e+00
N	   320	1.00000e+00
N	   360	1.00000e+00
N	   400	1.00000e+00
N	   440	1.00000e+00
N	   479	1.00000e+00
N	   524	1.00000e+00
N	   571	1.00000e+00
N	   612	1.00000e+00
N	   663	1.00000e+00
N	   709	1.00000e+00
N	   766	1.00000e+00
N	   832	1.00000e+00
N	   910	1.00000e+00
N	   988	1.00000e+00
N	  1052	1.00000e+00
N	  1116	1.00000e+00
N	  1170	1.00000e+00
N	  1222	1.00000e+00
N	  1281	1.00000e+00
N	  1332	1.00000e+00
N	  1385	1.00000e+00
N	  1439	1.00000e+00
N	  1497	1.00000e+00
N	  1554	1.00000e+00
N	  1613	1.00000e+00
N	  1673	1.00000e+00
N	  1735	1.00000e+00
N	  1798	1.00000e+00
N	  1865	1.00000e+00
N	  1945	1.00000e+00
N	  2031	1.00000e+00
N	  2116	1.00000e+00
N	  2201	1.00000e+00
N	  2283	1.00000e+00
N	  2363	1.00000e+00
N	  2451	1.00000e+00
N	  2540	1.00000e+00
N	  2633	1.00000e+00
N	  2729	1.00000e+00
N	  2828	1.00000e+00
N	  2928	1.00000e+00
N	  3030	1.00000e+00
N	  3139	1.00000e+00
N	  3260	1.00000e+00
N	  3403	1.00000e+00
N	  3525	1.00000e+00
N	  3636	1.00000e+00
N	  3744	1.00000e+00
N	  3747	-1.00000e+00
N	  3753	-1.00000e+00
N	  3760	-1.00000e+00
N	  3765	-1.00000e+00
N	  3772	-1.00000e+00
N	  3778	-1.00000e+00
N	  3786	-1.00000e+00
N	  3802	-1.00000e+00
N	  3818	-1.00000e+00
N	  3831	-1.00000e+00
N	  3849	-1.00000e+00
N	  3861	-1.00000e+00
N	  3882	-1.00000e+00
N	  3903	-1.00000e+00
N	  3920	-1.00000e+00
N	  3941	-1.00000e+00
N	  3967	-1.00000e+00
N	  3983	-1.00000e+00
N	  4005	-1.00000e+00
N	  4033	-1.00000e+00
N	  4046	-1.00000e+00
N	  4075	-1.00000e+00
N	  4099	-1.00000e+00
N	  4116	-1.00000e+00
N	  4146	-1.00000e+00
N	  4169	-1.00000e+00
N	  4200	-1.00000e+00
N	  4218	-1.00000e+00
N	  4252	-1.00000e+00
N	  4274	-1.00000e+00
N	  4293	-1.00000e+00
N	  4327	-1.00000e+00
N	  4344	-1.00000e+00
N	  4378	-1.00000e+00
N	  4398	-1.00000e+00
N	  4426	-1.00000e+00
N	  4445	-1.00000e+00
N	  4471	-1.00000e+00
N	  4485	-1.00000e+00
N	  4508	-1.00000e+00
N	  4526	-1.00000e+00
N	  4547	-1.00000e+00
N	  4561	-1.00000e+00
N	  4583	-1.00000e+00
N	  4599	-1.00000e+00
N	  4617	-1.00000e+00
N	  4631	-1.00000e+00
N	  4648	-1.00000e+00
N	  4667	-1.00000e+00
N	  4680	-1.00000e+00
N	  4699	-1.00000e+00
N	  4719	-1.00000e+00
N	  4732	-1.00000e+00
N	  4747	-1.00000e+00
N	  4762	-1.00000e+00
N	  4771	-1.00000e+00
N	  4782	-1.00000e+00
N	  4788	-1.00000e+00
N	  4795	-1.00000e+00
N	  4799	-1.00000e+00
N	  4803	-1.00000e+00
N	  4806	-1.00000e+00
N	  4811	-1.00000e+00
N	  4814	-1.00000e+00
N	  4819	-1.00000e+00
N	  4824	-1.00000e+00
N	  4826	-1.00000e+00
