  0.076735   7.893240  -3.532099
  0.008362   0.029432  -0.217651
  0.058730   0.874435   0.092397
  0.009299  10.162864   4.995637
  0.043614   5.132955   1.391685
  0.002078   0.442204   0.114235
  0.014850   2.229287   2.367019
  0.005058   0.185741   1.218323
  0.002591   0.332293   0.053141
  0.079423   3.670651   1.727528
  0.023662   1.382958  22.923162
  0.037264   1.280054   2.986830
 -0.000951   0.118843  -0.003138
  0.002030  -0.250018   0.007766
  0.119532   3.115312   2.326743
  0.002569   1.490294  -1.858909
  0.028937   0.656733   3.249843
 -0.001575  -0.130467  -0.024164
 -0.000848  -0.074498  -0.023978
  0.136197   2.912899   1.983659
 -0.001835   0.698962  -2.472218
  0.030255   0.639717   2.809796
 -0.000081   0.230023  -0.003451
  0.142117   2.326386   1.535481
  0.001606  -0.058707  -0.269863
 -0.007884   0.195276   9.906308
 -0.001848  -0.051565  -0.007097
  0.018269   2.201807   1.308775
  0.000023  -0.207400  -0.067605
  0.138079   1.973864   1.224305
 -0.005115   0.321734  -1.160645
 -0.001184  -0.036245  -0.197460
  0.000413  -0.150480   0.122933
 -0.000552   0.084491  -0.027390
  0.168325   2.067613  -0.500981
  0.051450   3.493026   2.155780
  0.004061   0.282620  -0.789193
  0.008899  -0.073342   0.373814
 -0.001495   0.149987   0.035009
 -0.000807   1.206849   0.777910
 -0.000270   0.049218  -0.027058
  0.000059  -0.021735  -0.015773
  0.000006  -0.031357   0.014218
  0.139895   1.900272  -1.190228
  0.059152   2.622795   2.937056
  0.002520  -0.179325   1.841832
 -0.002699  -0.081013  -0.317794
 -0.000929  -0.014525  -0.037754
  0.028251   1.769875   0.822701
  0.002005   0.022851   0.199624
 -0.003757   0.282792  -0.898722
  0.000086   0.007409   0.009870
  0.000131  -0.066173   0.061697
  0.000049   0.071077   0.051083
  0.006981   1.012828   0.302801
  0.116138   2.016817  -0.702152
 -0.000069   0.021911  -0.004881
  0.044831   2.617410   2.687551
 -0.000090   0.095586  -0.373938
 -0.000232  -0.020274  -0.015290
 -0.000485  -0.010745  -3.024637
  0.018660   1.187262   0.905444
  0.002289  -0.189508   0.908953
  0.000273  -0.089171  -0.125464
 -0.000305   0.017917  -0.005038
  0.011294   0.536207   0.391266
 -0.001995   0.452044   0.601790
  0.000691  -0.017362   0.046563
 -0.000085   0.035546   0.005497
  0.000002  -0.016674  -0.002971
  0.007629   0.632388   0.160151
  0.042593   2.609477   2.722538
  0.000028  -0.032363   0.024791
  0.000033  -0.005044   0.002776
  0.109165   2.093349  -0.249329
  0.000542  -0.018317   0.379319
  0.014971   1.253339   0.971306
  0.000231   0.021892   0.032644
  0.000054   0.033681   0.296575
 -0.000266   0.213728  -0.293440
 -0.000239   0.000252  -0.062466
 -0.000153  -0.006788  -0.005239
  0.004025   0.564829   0.334716
 -0.000133  -0.024588  -0.105907
 -0.000031   0.014938  -0.002517
  0.002912   0.244429   0.406993
 -0.000168   0.063817   0.202420
  0.000014  -0.015833   0.000523
 -0.000021   0.006195  -0.000775
  0.000101  -0.009545   0.029049
 -0.000051   0.006300  -0.001443
  0.042254   2.459452   2.817443
 -0.000007  -0.002697  -0.000403
  0.107007   2.139893  -0.077634
  0.015958   1.117730   1.076032
 -0.000049   0.032598   0.093076
 -0.000017  -0.006538   0.002382
  0.000548  -0.053626  -0.180871
  0.000130  -0.006747  -0.005567
 -0.000789   0.075556   0.033133
  0.000103   0.007938   0.074694
  0.000041   0.000326   0.003738
  0.005623   0.452033   0.411780
 -0.000026   0.007543   0.020749
 -0.000069  -0.002726  -0.035797
 -0.000567   0.067115   0.148562
 -0.000015   0.004101  -0.001033
  0.002596   0.206021  -0.082950
  0.000007  -0.001290   0.001606
  0.000004  -0.003996   0.000973
  0.000712  -0.019568  -0.053871
  0.042043   2.385725   2.826320
  0.000003  -0.000567  -0.000458
 -0.000157   0.038813   0.060663
