D	  2732	0.00000e+00
N	     1	1.00000e+00
N	     3	1.00000e+00
N	     8	1.00000e+00
N	    13	1.00000e+00
N	    20	1.00000e+00
N	    27	1.00000e+00
N	    39	1.00000e+00
N	    54	1.00000e+00
N	    65	1.00000e+00
N	    80	1.00000e+00
N	    98	1.00000e+00
N	   120	1.00000e+00
N	   140	1.00000e+00
N	   163	1.00000e+00
N	   186	1.00000e+00
N	   216	1.00000e+00
N	   243	1.00000e+00
N	   274	1.00000e+00
N	   307	1.00000e+00
N	   341	1.00000e+00
N	   377	1.00000e+00
N	   413	1.00000e+00
N	   454	1.00000e+00
N	   499	1.00000e+00
N	   544	1.00000e+00
N	   586	1.00000e+00
N	   636	1.00000e+00
N	   698	1.00000e+00
N	   744	1.00000e+00
N	   787	1.00000e+00
N	   828	1.00000e+00
N	   867	1.00000e+00
N	   907	1.00000e+00
N	   946	1.00000e+00
N	   986	1.00000e+00
N	  1025	1.00000e+00
N	  1070	1.00000e+00
N	  1115	1.00000e+00
N	  1167	1.00000e+00
N	  1226	1.00000e+00
N	  1283	1.00000e+00
N	  1340	1.00000e+00
N	  1403	1.00000e+00
N	  1463	1.00000e+00
N	  1540	1.00000e+00
N	  1636	1.00000e+00
N	  1729	1.00000e+00
N	  1812	1.00000e+00
N	  1898	1.00000e+00
N	  1986	1.00000e+00
N	  2072	1.00000e+00
N	  2073	-1.00000e+00
N	  2075	-1.00000e+00
N	  2079	-1.00000e+00
N	  2087	-1.00000e+00
N	  2094	-1.00000e+00
N	  2104	-1.00000e+00
N	  2112	-1.00000e+00
N	  2119	-1.00000e+00
N	  2131	-1.00000e+00
N	  2150	-1.00000e+00
N	  2164	-1.00000e+00
N	  2177	-1.00000e+00
N	  2190	-1.00000e+00
N	  2209	-1.00000e+00
N	  2228	-1.00000e+00
N	  2243	-1.00000e+00
N	  2265	-1.00000e+00
N	  2282	-1.00000e+00
N	  2302	-1.00000e+00
N	  2322	-1.00000e+00
N	  2342	-1.00000e+00
N	  2358	-1.00000e+00
N	  2379	-1.00000e+00
N	  2397	-1.00000e+00
N	  2417	-1.00000e+00
N	  2436	-1.00000e+00
N	  2455	-1.00000e+00
N	  2472	-1.00000e+00
N	  2490	-1.00000e+00
N	  2512	-1.00000e+00
N	  2527	-1.00000e+00
N	  2546	-1.00000e+00
N	  2560	-1.00000e+00
N	  2576	-1.00000e+00
N	  2591	-1.00000e+00
N	  2605	-1.00000e+00
N	  2620	-1.00000e+00
N	  2633	-1.00000e+00
N	  2645	-1.00000e+00
N	  2658	-1.00000e+00
N	  2669	-1.00000e+00
N	  2680	-1.00000e+00
N	  2689	-1.00000e+00
N	  2699	-1.00000e+00
N	  2706	-1.00000e+00
N	  2713	-1.00000e+00
N	  2719	-1.00000e+00
N	  2723	-1.00000e+00
N	  2727	-1.00000e+00
N	  2731	-1.00000e+00
