106 88 89 104
195 187 189 201
187 176 173 189
176 168 165 173
168 155 152 165
155 148 143 152
148 141 131 143
141 132 118 131
132 125 107 118
125 117 99 107
117 113 96 99
113 108 95 96
108 105 92 95
105 104 89 92
88 75 78 89
207 201 189 190
75 62 66 78
62 52 59 66
212 207 190 193
52 42 46 59
221 212 193 202
42 33 36 46
235 221 202 213
33 27 28 36
2 1 4 5
27 23 22 28
7 2 5 8
10 8 5 4
23 19 17 22
14 7 8 12
8 10 15 12
19 14 12 17
12 15 20 17
17 20 25 22
22 25 30 28
248 235 213 230
301 337 366 332
30 37 39 28
37 49 55 39
257 306 301 254
49 68 71 55
225 257 254 227
68 90 98 71
198 225 227 205
90 119 126 98
177 198 205 185
119 139 147 126
157 177 185 167
139 157 167 147
270 248 230 250
332 304 269 301
304 270 250 269
89 78 80 92
95 92 80 86
96 95 86 84
99 96 84 79
107 99 79 76
189 173 170 190
173 165 163 170
165 152 151 163
152 143 136 151
143 131 121 136
118 107 76 100
131 118 100 121
301 269 253 254
78 66 73 80
66 59 65 73
227 254 253 236
59 46 58 65
193 190 170 181
205 227 236 216
269 250 236 253
202 193 181 179
236 250 230 216
213 202 179 194
230 213 194 216
205 216 194 185
185 194 179 167
167 179 154 147
46 36 45 58
36 28 39 45
39 55 61 45
55 71 83 61
71 98 111 83
98 126 134 111
126 147 154 134
170 163 151 154
154 151 136 134
134 136 121 111
111 121 100 83
83 100 76 61
45 61 76 58
76 79 65 58
65 79 84 73
80 73 84 86
154 179 181 170
350 388 366 337
350 337 301 306
196 200 188 186
88 106 110 93
174 186 188 171
164 174 171 161
75 88 93 77
200 204 191 188
153 164 161 150
146 153 150 137
135 146 137 128
129 135 128 116
122 129 116 109
114 122 109 97
110 114 97 93
62 75 77 64
204 210 192 191
52 62 64 54
210 218 197 192
42 52 54 44
218 228 203 197
33 42 44 35
228 241 209 203
27 33 35 29
369 387 349 342
241 263 217 209
338 369 342 319
307 319 342 349
263 283 243 217
312 338 319 279
319 307 258 279
283 312 279 243
279 258 226 243
243 226 199 217
1 2 6 3
23 27 29 24
2 7 9 6
9 11 3 6
19 23 24 18
14 19 18 13
7 14 13 9
11 9 13 16
16 13 18 21
21 18 24 26
199 178 183 217
31 26 24 32
178 158 160 183
38 31 32 40
158 140 142 160
50 38 40 53
140 120 123 142
69 50 53 70
120 91 94 123
91 69 70 94
77 93 97 81
97 109 87 81
109 116 101 87
171 188 191 172
161 171 172 159
64 77 81 67
54 64 67 56
116 128 115 101
128 137 130 115
137 150 144 130
150 161 159 144
191 192 175 172
44 54 56 47
192 197 180 175
197 203 182 180
203 209 184 182
209 217 183 184
24 29 34 32
35 44 47 41
29 35 41 34
183 160 162 184
160 142 145 162
142 123 127 145
123 94 103 127
94 70 74 103
70 53 57 74
40 32 34 43
53 40 43 57
67 81 87 72
56 67 72 60
172 175 156 159
175 180 169 156
87 101 82 72
101 115 102 82
115 130 124 102
144 159 156 138
130 144 138 124
182 184 162 166
182 166 169 180
47 56 60 51
41 47 51 48
34 41 48 43
57 43 48 63
48 51 60 63
60 72 82 63
162 145 149 166
145 127 133 149
127 103 112 133
103 74 85 112
74 57 63 85
63 82 102 85
85 102 124 112
112 124 138 133
133 138 156 149
166 149 156 169
200 196 208 214
208 219 229 214
219 234 242 229
234 244 261 242
244 260 271 261
260 268 285 271
268 281 297 285
281 289 313 297
289 292 323 313
292 298 328 323
298 302 331 328
302 303 329 331
303 299 326 329
299 294 324 326
204 200 214 222
324 348 354 326
210 204 222 233
348 378 380 354
218 210 233 247
378 404 406 380
228 218 247 278
404 423 426 406
241 228 278 335
423 436 441 426
387 369 374 390
263 241 335 340
369 338 370 374
370 392 390 374
283 263 340 346
338 312 359 370
392 370 359 397
312 283 346 359
397 359 346 402
402 346 340 408
408 340 335 415
436 449 453 441
494 492 489 491
421 415 335 376
492 487 482 489
428 421 376 401
487 485 481 482
434 428 401 412
485 480 472 481
440 434 412 424
480 470 464 472
445 440 424 431
470 466 455 464
451 445 431 438
466 459 446 455
459 451 438 446
449 460 463 453
484 491 489 482
460 477 476 463
477 484 482 476
214 229 239 222
229 242 262 239
242 261 276 262
261 271 290 276
271 285 295 290
285 297 314 295
329 326 354 358
297 313 334 314
313 323 352 334
323 328 363 352
328 331 367 363
331 329 358 367
233 222 239 256
354 380 379 358
380 406 400 379
406 426 430 400
426 441 447 430
247 233 256 286
441 453 457 447
453 463 468 457
463 476 474 468
474 481 472 468
474 476 482 481
472 464 457 468
278 247 286 327
457 464 455 447
447 455 446 430
335 278 327 376
446 438 422 430
438 431 411 422
431 424 399 411
401 376 327 360
424 412 381 399
412 401 360 381
239 262 284 256
262 276 308 284
367 358 379 400
363 367 400 394
276 290 320 308
290 295 314 320
352 363 394 382
334 352 382 357
314 334 357 320
286 256 284 321
327 286 321 360
381 360 321 341
321 284 308 341
399 381 341 357
341 308 320 357
399 357 382 411
400 430 422 394
394 422 411 382
294 291 322 324
206 195 201 211
291 287 318 322
215 206 211 224
287 280 310 318
223 215 224 237
280 272 300 310
