 -0.169002   3.469478  -0.161749
 -0.023609   0.322318  -0.591557
 -0.242215   2.017900   0.331854
 -0.005491   2.989169   0.487780
 -0.007507   0.008123  -0.296473
 -0.067770   1.545857   0.451304
 -0.301435   2.422538   0.822824
 -0.006967   0.302715  -0.041905
 -0.010032   0.183307   0.216358
 -0.025151   0.268001   0.804158
 -0.080546   2.253727  -0.056610
 -0.331398   1.885556   1.025979
 -0.011024  -0.041092   0.167479
 -0.028146   0.545195  -2.195449
 -0.012233   0.064199   0.107960
 -0.052984   1.797275   1.874156
 -0.414483   1.787609   0.272333
 -0.003394  -0.184416   0.471313
 -0.010568   0.064088  -0.179389
 -0.001309   0.498749  -0.284657
 -0.004697  -0.068204   0.030069
 -0.010759   0.367853  -0.041762
 -0.066957   2.454801   0.721714
 -0.002399   0.021603   0.024589
 -0.000178  -0.158087  -0.567686
  0.008043  -0.132619  -0.010995
 -0.000516  -0.033571  -0.020901
 -0.426636   1.988843   0.245640
 -0.000601  -0.029485  -0.025923
 -0.000460  -0.142264  -0.130500
 -0.000362  -0.010919  -0.000460
 -0.000086   0.028111   0.005320
  0.001360   0.630824   0.204772
 -0.000279   0.004631   0.006181
 -0.040088   2.275288   0.580957
  0.000769  -0.003081  -0.071680
  0.000260  -0.006758  -0.018655
  0.000523  -0.188473   0.130183
  0.000042  -0.002389  -0.000718
 -0.462367   2.195247   0.561738
 -0.000124  -0.006510  -0.000865
 -0.000079   0.000505  -0.001158
 -0.000043   0.002036  -0.001472
  0.000045   0.004727   0.004282
  0.000228   0.005866   0.028237
 -0.000549  -0.000943  -0.001536
 -0.000042   0.000083  -0.000108
  0.000597  -0.000517   0.014068
  0.000009  -0.000093  -0.000307
 -0.000007  -0.002580   0.001916
  0.001652   0.263152   0.148781
 -0.000044   0.000202   0.000025
 -0.026349   3.321848   1.356588
 -0.000980  -0.168373   0.190711
 -0.000060   0.008018  -0.004578
  0.000020  -0.000573  -0.000243
  0.000133  -0.001720   0.008230
 -0.000014  -0.000682  -0.000278
 -0.000021   0.000136   0.000054
  0.000089   0.001571   0.000286
  0.000113  -0.007848  -0.004722
 -0.000037   0.000267  -0.000232
 -0.536175   2.457948   1.230866
 -0.000070  -0.000119  -0.001720
 -0.000052  -0.000125  -0.000854
  0.000004  -0.000196  -0.000202
  0.000010   0.001103   0.000738
 -0.000015   0.000433   0.000125
 -0.000455  -0.003160   0.003178
  0.000003  -0.000129   0.000178
  0.005305   0.317838  -0.390322
  0.000084  -0.000395  -0.001357
  0.000124  -0.216840  -0.153109
 -0.000000  -0.000032   0.000291
 -0.009020   2.530848   0.623614
 -0.000030   0.004719   0.003655
 -0.000006  -0.000236   0.000091
 -0.000004  -0.000074   0.000024
 -0.000009   0.000058   0.000006
  0.000703  -0.021260   0.015393
 -0.666288   0.415286   0.967402
 -0.000222   0.000787   0.004500
 -0.000207  -0.003015   0.009242
  0.002343  -0.071369   0.195272
 -0.000005  -0.000067   0.000016
 -0.000203   0.004294   0.010714
 -0.000008  -0.000444   0.000274
 -0.000019  -0.000496   0.000075
  0.000040  -0.005998  -0.008225
  0.000945  -0.015084   0.014720
 -0.000005  -0.000081   0.000038
 -0.000008  -0.000374  -0.000079
 -0.000011  -0.002379   0.001946
  0.000381  -0.006020  -0.004517
  0.000017   0.004387  -0.001163
 -0.738745       -nan       -nan
  0.001657  -0.005106   0.005271
 -0.000000  -0.000303   0.000717
 -0.000009  -0.001345  -0.002027
 -0.004498   0.196985   0.613849
 -0.000047  -0.003059  -0.000873
 -0.000025  -0.002584   0.008271
 -0.000156  -0.007030  -0.000628
  0.000157   0.002724   0.007410
  0.001419   0.014144   0.053627
 -0.000010  -0.001882  -0.004161
  0.000034  -0.000192   0.003022
  0.000029   0.000777   0.002601
  0.002468   0.047507   0.037274
  0.000071   0.001442   0.001286
 -0.000245  -0.001097  -0.003798
  0.000060   0.002098  -0.011658
  0.000897   0.044034   0.018794
  0.000118   0.000122  -0.023349
  0.000162  -0.001119   0.031118
 -0.000426  -0.019441  -0.004163
 -0.000509   0.002322   0.001871
 -0.742066       -nan       -nan
 -0.000197   0.006669   0.007067
  0.008075       -nan       -nan
 -0.000073  -0.002123   0.022815
 -0.000003   0.000694   0.021519
 -0.000059   0.002474  -0.278103
 -0.000092   0.005051   0.074013
 -0.000929  -0.017745   0.224270
  0.000009  -0.006134  -0.385335
 -0.000300   0.004015   0.004818
 -0.000014  -0.000282   0.002870
  0.001366   0.042449   0.151581
  0.000880  -0.008138  -0.450296
  0.002218  -0.135319  -0.028910
  0.017021       -nan       -nan
 -0.000007   0.002798   0.006709
  0.000154  -0.004475   0.008285
  0.004517   0.037415   0.168411
 -0.001436   0.025140   0.052589
 -0.690078       -nan       -nan
  0.005127   0.040991   0.052801
 -0.000672  -0.003246   0.004136
  0.000004  -0.000093   0.000448
 -0.000198  -0.000101  -0.011922
  0.000007   0.001073  -0.001740
 -0.001664   0.015957   0.046568
 -0.000852  -0.003501   0.020334
  0.000893  -0.056583   0.009689
  0.001181  -0.054929   0.004888
 -0.000922  -0.000192   0.003016
  0.000013  -0.000169   0.000136
  0.000568  -0.012713  -0.000807
 -0.000032   0.001109  -0.000774
 -0.014470  -0.054582  -0.063812
  0.000017  -0.001809  -0.003812
  0.020472       -nan       -nan
 -0.000932  -0.040400   0.037617
  0.000047  -0.001621   0.000131
 -0.001010  -0.014432  -0.011061
  0.000012  -0.000103  -0.000007
 -0.003051  -0.123715  -0.082003
  0.005291  -0.126411  -0.060552
 -0.001651   0.041675   0.031239
  0.004066  -0.006750  -0.044663
 -0.002795  -0.039586   0.107851
  0.000048   0.000400   0.004904
  0.000014  -0.000662   0.000433
 -0.579094       -nan       -nan
  0.007636   0.006935   0.260282
 -0.001764  -0.076733  -0.000755
 -0.000026   0.000549  -0.007990
 -0.000137   0.019508   0.014750
  0.000023  -0.002035   0.001167
  0.000006  -0.000013  -0.000039
 -0.000134  -0.026820   1.987227
  0.004135  -0.055901   1.916214
  0.007772   0.262506  -0.155287
 -0.122239       -nan       -nan
  0.000016   0.009107   0.003091
  0.000004  -0.018691  -0.009331
  0.000006  -0.000284   0.000161
 -0.004989  -0.016625   0.100049
 -0.000001  -0.000067   0.000239
 -0.000401  -0.010169  -0.000912
  0.000009  -0.000130   0.000050
  0.000511   0.054416   0.005810
 -0.000005   0.000083  -0.000217
  0.007037  -0.491066  -0.159119
 -0.000002  -0.000031   0.000295
  0.000095   0.003888  -0.004706
 -0.001231  -0.092467  -0.980071
  0.056410   2.491074  -0.364982
 -0.041266   2.373487  -5.189059
  0.000100   0.001993   0.001050
  0.042058   0.589204   0.182654
 -0.038663  -0.989182  -0.063496
  0.003104   0.031512  -0.038853
 -0.000977  -0.043198   0.003153
 -0.000045  -0.000594   0.000297
  0.000145  -0.006490  -0.002201
  0.053978   1.624861   0.881416
 -0.064021  -0.597314  -2.293233
  0.005366  -0.013808   0.492370
 -0.001843   0.035012   0.029001
 -0.007982       -nan       -nan
 -0.000030   0.000706   0.001136
 -0.000004   0.000001  -0.000460
  0.000443   0.005207  -0.019556
 -0.001600  -0.143391  -0.027203
 -0.016088       -nan       -nan
 -0.000005   0.000064   0.000034
  0.000139   0.002645  -0.000967
  0.000140  -0.000992   0.000077
  0.000343  -0.000206   0.002217
  0.014791  -0.039730  -0.041015
 -0.017166 4853806868333.584961 -24295699294616.949219
 -0.003099   0.085437   0.081402
 -0.000057   0.000260   0.000633
  0.123559 82886771933666.609375 -31991705261100.609375
 -0.038388       -nan       -nan
 -0.009927   0.217528  -0.092191
  0.132679 -674839998847365.625000 1414471026332778.500000
 -0.000267   0.007122  -0.007284
 -0.000011   0.001642   0.001485
  0.000230  -0.008331   0.002486
  0.000726  -0.019845  -0.077084
 -0.000011   0.000176  -0.000094
  0.105155  -1.870931  -0.692233
 -0.022263   0.116820   0.175816
  0.000096  -0.021097  -0.017512
  0.012955   0.385849   0.234253
  0.000062   0.000583  -0.000434
  0.000012   0.250388   0.048846
  0.000287  -0.008919  -0.009433
 -0.000080  -0.001828   0.002179
  0.000067   0.006348   0.006895
  0.000000       -nan       -nan
  0.386871 48632864919113.140625 78610264476972.578125
  0.005742   2.184411   0.275500
  0.376072  -1.489160  -1.553542
 -0.018664  -0.138491  -0.125953
  0.001971   0.036293  -0.079298
  0.000417  -0.009124   0.003607
  0.589430 486149463876579.437500 242974865159592.687500
 -0.008684  -0.026143   0.095614
  0.001065  -0.012959   0.009476
  0.002267   0.012102  -0.044790
  0.000018  -0.001890  -0.000664
  0.697376 228622286170208.437500 138994263495321.296875
 -0.005439   0.043913   0.058365
  0.000394  -0.005063  -0.000289
  0.000144   0.009721   0.008616
  0.748141       -nan       -nan
  0.000043  -0.001830  -0.006142
  0.025158   1.258864  -0.065855
  0.000374  -0.004893   0.007803
 -0.000236   0.017346   0.007244
  0.074943   2.373728   0.803130
  0.010541   0.428784  -0.312778
  0.002097  -0.016683   0.031923
 -0.001225  -0.003558   0.003859
  0.745167       -nan       -nan
  0.005709   0.120213  -0.100716
 -0.000030  -0.010722   0.007422
  0.000261  -0.000526   0.004294
  0.675609   0.387080   0.955333
  0.001798   0.023779   0.016614
 -0.021454   0.711950  -0.052703
  0.095799   2.548877   1.514988
  0.000036  -0.000280  -0.000836
  0.524659   2.436575   1.304604
  0.004666  -0.046305   0.044458
  0.000268   0.033937  -0.005514
  0.001113  -0.208257   0.258705
  0.008907  -0.052557   0.114566
  0.000062   0.005332  -0.001236
  0.450325   2.015659   0.520734
  0.120168   3.047709   1.320253
  0.001148   0.035112   0.027115
  0.000557   0.017645  -0.006189
  0.434428   2.045547   0.144789
  0.027660   0.603681  -2.684099
  0.007316   0.047994   0.132614
  0.064725   2.849822   0.760822
  0.002831   0.115089  -0.009357
  0.447631   1.951382   0.151889
  0.029408   0.459822  -2.472906
  0.011695  -0.078022  -0.335597
  0.344050   1.994247   1.096907
  0.082716   2.077146  -1.012434
  0.030724   0.073413   0.024615
  0.017403   1.197990  -0.035970
  0.301205   2.455385   0.914335
  0.044589   1.596885   0.391579
 -0.054987   0.226001   0.801789
  0.052486   3.813175   1.196281
  0.226454   2.126201   0.408315
 -0.064594   0.053552  -1.048574
  0.145324  -0.595476   0.593987
