D	   234	0.00000e+00
N	     1	-1.00000e+00
N	     3	-1.00000e+00
N	     7	-1.00000e+00
N	    12	-1.00000e+00
N	    17	-1.00000e+00
N	    28	-1.00000e+00
N	    40	-1.00000e+00
N	    63	-1.00000e+00
N	    81	-1.00000e+00
N	    96	-1.00000e+00
N	   118	-1.00000e+00
N	   137	-1.00000e+00
N	   165	-1.00000e+00
N	   199	-1.00000e+00
N	   235	1.00000e+00
N	   237	1.00000e+00
N	   241	1.00000e+00
N	   246	1.00000e+00
N	   250	1.00000e+00
N	   259	1.00000e+00
N	   263	1.00000e+00
N	   268	1.00000e+00
N	   274	1.00000e+00
N	   278	1.00000e+00
N	   283	1.00000e+00
N	   286	1.00000e+00
N	   290	1.00000e+00
N	   294	1.00000e+00
N	   296	1.00000e+00
