D	   213	0.00000e+00
N	     1	1.00000e+00
N	     4	1.00000e+00
N	     6	1.00000e+00
N	    11	1.00000e+00
N	    18	1.00000e+00
N	    25	1.00000e+00
N	    34	1.00000e+00
N	    54	1.00000e+00
N	    71	1.00000e+00
N	    88	1.00000e+00
N	   106	1.00000e+00
N	   129	1.00000e+00
N	   151	1.00000e+00
N	   180	1.00000e+00
N	   214	1.00000e+00
N	   216	-1.00000e+00
N	   220	-1.00000e+00
N	   225	-1.00000e+00
N	   230	-1.00000e+00
N	   235	-1.00000e+00
N	   242	-1.00000e+00
N	   247	-1.00000e+00
N	   253	-1.00000e+00
N	   258	-1.00000e+00
N	   263	-1.00000e+00
N	   267	-1.00000e+00
N	   270	-1.00000e+00
N	   274	-1.00000e+00
N	   275	-1.00000e+00
